1|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
2|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
3|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
4|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
5|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
6|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
7|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
8|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
9|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
10|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
11|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
12|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
13|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
14|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
15|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
16|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
17|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
18|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
19|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
20|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
21|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
22|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
23|https://novisad.travel/wp-content/uploads/2019/01/Dunavski-park-_ALE8018_compressed.jpg|-1|2|-1
26|../../../Resources/AccommodationImages/SlobodaSabac5.jpg|6|-1|-1
27|../../../Resources/AccommodationImages/SlobodaSabac4.jpg|6|-1|-1
28|../../../Resources/AccommodationImages/SlobodaSabac3.jpg|6|-1|-1
29|../../../Resources/AccommodationImages/SlobodaSabac2.jpg|6|-1|-1
30|../../../Resources/AccommodationImages/SlobodaSabac1.jpg|6|-1|-1
31|../../../Resources/AccommodationImages/HotelPupin5.jpg|7|-1|-1
32|../../../Resources/AccommodationImages/HotelPupin4.jpg|7|-1|-1
33|../../../Resources/AccommodationImages/HotelPupin3.jpg|7|-1|-1
34|../../../Resources/AccommodationImages/HotelPupin2.jpg|7|-1|-1
35|../../../Resources/AccommodationImages/HotelPupin1.jpg|7|-1|-1
36|../../../Resources/AccommodationImages/SheratonNS1.jpg|8|-1|-1
37|../../../Resources/AccommodationImages/SheratonNS2.jpg|8|-1|-1
38|../../../Resources/AccommodationImages/SheratonNS3.jpg|8|-1|-1
39|../../../Resources/AccommodationImages/SheratonNS4.jpg|8|-1|-1
40|../../../Resources/AccommodationImages/Alpi1.jpg|9|-1|-1
41|../../../Resources/AccommodationImages/Alpi2.jpg|9|-1|-1
42|../../../Resources/AccommodationImages/Alpi3.jpg|9|-1|-1
43|../../../Resources/AccommodationImages/Alpi4.jpg|9|-1|-1
44|../../../Resources/AccommodationImages/Cottage1.jpg|10|-1|-1
45|../../../Resources/AccommodationImages/Cottage2.jpg|10|-1|-1
46|../../../Resources/AccommodationImages/Cottage3.jpg|10|-1|-1
47|../../../Resources/AccommodationImages/HotelMunich.jpg|11|-1|-1
48|../../../Resources/AccommodationImages/HotelMunich2.jpg|11|-1|-1
49|../../../Resources/AccommodationImages/HotelMunich3.jpg|11|-1|-1
50|../../../Resources/AccommodationImages/HotelMunich4.jpg|11|-1|-1
51|../../../Resources/AccommodationImages/NewYorker1.jpg|12|-1|-1
52|../../../Resources/AccommodationImages/NewYorker2.jpg|12|-1|-1
53|../../../Resources/AccommodationImages/NewYorker3.jpg|12|-1|-1
54|../../../Resources/AccommodationImages/SanFrancisco1.jpg|13|-1|-1
55|../../../Resources/AccommodationImages/SanFrancisco2.jpg|13|-1|-1
56|../../../Resources/AccommodationImages/SanFrancisco3.jpg|13|-1|-1
57|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
58|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
59|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
60|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
61|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
62|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
63|../../../Resources/AccommodationRatingsImages/accommodation_pupin_hotel_novi_sad.jpg|0|-1|0
